"date","close","volume","open","high","low"
"2019/06/11","1500.9160","0.0000","1500.9160","1500.9160","1500.9160"
"2019/06/10","1500.3850","0.0000","1500.3850","1500.3850","1500.3850"
"2019/06/07","1494.6240","0.0000","1494.6240","1494.6240","1494.6240"
"2019/06/06","1490.5540","0.0000","1490.5550","1490.5540","1490.5540"
"2019/06/05","1488.7000","0.0000","1488.7010","1488.7000","1488.7000"
"2019/06/04","1477.7040","0.0000","1477.7040","1477.7040","1477.7040"
"2019/06/03","1471.8430","0.0000","1471.8430","1471.8430","1471.8430"
"2019/05/31","1471.2240","0.0000","1471.2240","1471.2240","1471.2240"
"2019/05/30","1491.8000","0.0000","1491.8000","1491.8000","1491.8000"
"2019/05/29","1489.6250","0.0000","1489.6250","1489.6250","1489.6250"
"2019/05/28","1513.6360","0.0000","1513.6370","1513.6360","1513.6360"
"2019/05/24","1525.0890","0.0000","1525.0890","1525.0890","1525.0890"
"2019/05/23","1521.4870","0.0000","1521.4870","1521.4870","1521.4870"
"2019/05/22","1537.7500","0.0000","1537.7500","1537.7500","1537.7500"
"2019/05/21","1547.5660","0.0000","1547.5660","1547.5660","1547.5660"
"2019/05/20","1523.2360","0.0000","1523.2360","1523.2360","1523.2360"
"2019/05/17","1541.7220","0.0000","1541.7220","1541.7220","1541.7220"
"2019/05/16","1550.3040","0.0000","1550.3040","1550.3040","1550.3040"
"2019/05/15","1540.9600","0.0000","1540.9600","1540.9600","1540.9600"
"2019/05/14","1536.7340","0.0000","1536.7340","1536.7340","1536.7340"
"2019/05/13","1522.8650","0.0000","1522.8650","1522.8650","1522.8650"
"2019/05/10","1542.1150","0.0000","1542.1150","1542.1150","1542.1150"
"2019/05/09","1529.5250","0.0000","1529.5250","1529.5250","1529.5250"
"2019/05/08","1535.9020","0.0000","1535.9020","1535.9020","1535.9020"
"2019/05/07","1546.7740","0.0000","1546.7740","1546.7740","1546.7740"
"2019/05/06","1583.5840","0.0000","1583.5840","1583.5840","1583.5840"
"2019/05/03","1587.0850","0.0000","1587.0850","1587.0850","1587.0850"
"2019/05/02","1566.9620","0.0000","1566.9620","1566.9620","1566.9620"
"2019/05/01","1564.9080","0.0000","1564.9080","1564.9080","1564.9080"
"2019/04/30","1564.2290","0.0000","1564.2290","1564.2290","1564.2290"
"2019/04/29","1567.3580","0.0000","1567.3580","1567.3580","1567.3580"
"2019/04/26","1572.6720","0.0000","1572.6720","1572.6720","1572.6720"
"2019/04/25","1556.0180","0.0000","1556.0180","1556.0180","1556.0180"
"2019/04/24","1568.5210","0.0000","1568.5210","1568.5210","1568.5210"
"2019/04/23","1558.8920","0.0000","1558.8920","1558.8920","1558.8920"
"2019/04/22","1535.1810","0.0000","1535.1820","1535.1810","1535.1810"
"2019/04/18","1554.9400","0.0000","1554.9400","1554.9400","1554.9400"
"2019/04/17","1546.8090","0.0000","1546.8090","1546.8090","1546.8090"
"2019/04/16","1555.0820","0.0000","1555.0820","1555.0820","1555.0820"
"2019/04/15","1579.1690","0.0000","1579.1690","1579.1690","1579.1690"
"2019/04/12","1587.1090","0.0000","1587.1090","1587.1090","1587.1090"
"2019/04/11","1577.3960","0.0000","1577.3960","1577.3960","1577.3960"
"2019/04/10","1572.9540","0.0000","1572.9540","1572.9540","1572.9540"
"2019/04/09","1553.6980","0.0000","1553.6980","1553.6980","1553.6980"
"2019/04/08","1574.2740","0.0000","1574.2740","1574.2740","1574.2740"
"2019/04/05","1588.4630","0.0000","1588.4630","1588.4630","1588.4630"
"2019/04/04","1574.1090","0.0000","1574.1090","1574.1090","1574.1090"
"2019/04/03","1568.3290","0.0000","1568.3290","1568.3290","1568.3290"
"2019/04/02","1565.5060","0.0000","1565.5060","1565.5060","1565.5060"
"2019/04/01","1564.5820","0.0000","1564.5820","1564.5820","1564.5820"
"2019/03/29","1547.1060","0.0000","1547.1060","1547.1060","1547.1060"
"2019/03/28","1550.8360","0.0000","1550.8360","1550.8360","1550.8360"
"2019/03/27","1533.4050","0.0000","1533.4050","1533.4050","1533.4050"
"2019/03/26","1533.8380","0.0000","1533.8380","1533.8380","1533.8380"
"2019/03/25","1508.7610","0.0000","1508.7600","1508.7610","1508.7610"
"2019/03/22","1500.3020","0.0000","1500.3020","1500.3020","1500.3020"
"2019/03/21","1541.1660","0.0000","1541.1660","1541.1660","1541.1660"
"2019/03/20","1525.1010","0.0000","1525.1010","1525.1010","1525.1010"
"2019/03/19","1523.6230","0.0000","1523.6230","1523.6230","1523.6230"
"2019/03/18","1528.5090","0.0000","1528.5090","1528.5090","1528.5090"
"2019/03/15","1528.3670","0.0000","1528.3670","1528.3670","1528.3670"
"2019/03/14","1535.5150","0.0000","1535.5150","1535.5150","1535.5150"
"2019/03/13","1527.9150","0.0000","1527.9150","1527.9150","1527.9150"
"2019/03/12","1523.3000","0.0000","1523.3000","1523.3000","1523.3000"
"2019/03/11","1519.9490","0.0000","1519.9500","1519.9490","1519.9490"
"2019/03/08","1499.3460","0.0000","1499.3460","1499.3460","1499.3460"
"2019/03/07","1504.5120","0.0000","1504.5120","1504.5120","1504.5120"
"2019/03/06","1516.4200","0.0000","1516.4200","1516.4200","1516.4200"
